ws_users_activated,ws_users_deactivated,ws_users_invited,action_create_project,action_export_report,action_api_and_webhooks,action_time_entries_via_tracker,action_start_trial,action_import_csv,action_create_invoice,action_lock_entries,action_add_targets,action_connect_quickbooks,action_create_expense,action_project_budget,action_gps_tracking,action_screenshots,action_create_custom_field,country,value_days_to_purchase,value_number_of_active_months,value_transactions_number,value_regular_seats,value_kiosk_seats,revenue,churned_status
5,0,0,22,59,0,1,0,0,1,17,0,1,0,0,1,1,,Canada,110,4,6,5,0,228.865,No
2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,,Texas,1,2,3,2,0,77.922,Yes
2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,1,,Colorado,0,0,6,2,0,129.87,No
1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,,,,Alabama,28,5,4,1,0,51.948,No
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,Canada,0,6,5,1,0,64.935,No
8,0,0,16,3,0,0,0,0,0,25,0,0,0,0,,1,,California,163,5,5,8,0,657.969,No
1,0,0,1,0,0,0,0,0,22,0,0,0,0,0,,,,Georgia,11,5,5,1,0,64.935,No
2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,,Alabama,0,1,2,2,0,51.948,Yes
6,0,0,2,3,0,0,0,0,0,0,0,0,1,0,,,,Italy,90,5,5,6,0,185.172,No
1,0,0,21,0,0,3,0,0,3,0,0,0,0,18,1,1,8,Canada,0,5,5,1,0,64.935,No
8,0,0,32,39,0,6,0,0,38,0,0,0,5,9,1,1,,California,125,5,9,8,2,225.823,No
1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,,,,Puerto Rico,32,5,6,1,0,64.675,No
2,0,0,7,1,0,1,0,0,5,0,0,0,0,0,,,,Michigan,1,5,5,1,1,77.87,No
1,0,0,166,14,0,0,0,0,1,0,0,0,0,18,,,,Netherlands,13,0,6,1,0,62.257,No
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,Connecticut,1,0,2,2,0,38.961,Yes
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,Ohio,0,5,5,2,0,129.87,No
1,0,0,11,0,0,0,0,0,35,0,0,0,80,0,1,2,,Alabama,2,0,6,2,0,129.402,No
10,0,0,11,6,0,0,0,0,21,0,0,0,1,0,2,2,,Pakistan,64,5,5,10,0,510.393,No
2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,,,,Canada,0,0,1,2,0,25.974,Yes
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,Australia,0,0,1,1,0,12.987,Yes
10,0,0,3,42,0,7,0,0,0,0,0,0,0,0,,,,Brazil,84,2,10,10,0,173.03,No
21,14,0,11,95,2,34,0,0,0,0,0,0,0,2,1,1,,Austria,143,4,3,21,0,737.36,No
8,1,0,41,14,0,0,0,0,0,0,0,0,0,0,,,1,United Kingdom,4,5,5,9,0,584.415,No
8,0,0,16,19,1,9,1,5,30,0,0,1,2,73,,2,1,Florida,66,5,8,8,0,295.243,No
14,1,0,4,81,7,0,0,0,28,0,0,0,0,0,,,2,Australia,10,0,7,14,0,892.359,No
1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,,,,South Africa,62,2,1,1,0,12.987,Yes
7,3,0,9,21,0,8,1,0,0,5,0,0,0,0,2,2,,Arizona,9,1,9,8,0,409.734,No
1,0,0,0,0,0,0,0,0,11,0,0,0,10,0,,,,California,47,1,4,1,0,34.203,Yes
1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,,,,Poland,52,5,3,1,0,38.961,No
1,1,0,18,3,0,2,1,0,0,0,0,0,1,5,2,1,,Georgia,44,3,3,1,0,38.961,Yes
1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,,,,Colorado,0,5,5,1,0,64.935,No
3,2,0,51,12,0,0,0,0,3,5,0,0,0,0,,1,,Alabama,31,3,8,3,0,275.561,Yes
0,0,0,33,2,0,0,0,0,0,0,0,0,0,0,,,,New Zealand,14,0,2,6,0,76.96,Yes
31,0,0,28,15,0,38,0,1,1,5,1,0,0,6,,1,1,Saudi Arabia,33,1,5,35,0,700.7,Yes
1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,,Cyprus,0,5,5,1,0,64.935,No
14,2,0,98,84,0,3,0,0,0,5,0,0,0,0,,,,Argentina,79,5,7,14,0,867.295,No
1,0,0,16,0,0,0,0,0,0,0,0,0,0,13,,,4,Florida,15,0,6,1,0,47.45,Yes
1,0,0,236,28,1,8,0,0,6,0,0,0,0,0,,,4,Netherlands,62,5,5,1,0,64.948,No
6,1,0,41,29,0,0,1,0,0,0,1,0,5,15,,,,Ireland,41,5,4,7,0,363.636,No
15,2,0,6,0,0,376,0,0,0,0,0,0,0,2,,,,Colorado,160,5,7,15,0,1011.322,No
1,0,0,37,3,0,12,0,0,3,0,0,0,0,8,1,1,,California,0,5,5,1,0,64.935,No
1,0,0,35,20,0,0,0,1,8,3,0,0,0,1,,,4,Canada,48,1,5,1,0,49.543,No
1,0,0,6,2,1,0,0,0,10,0,0,0,0,0,,,4,Israel,0,0,1,1,0,12.987,Yes
1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,,1,,Russia,0,0,1,1,0,12.987,Yes
1,0,0,11,31,0,0,0,2,0,0,0,0,0,17,,,,Australia,31,5,7,1,0,63.973,No
62,2,2,116,13,0,0,0,0,1,13,4,0,0,141,,,5,Brazil,91,5,21,75,0,3158.376,No
5,0,1,31,0,0,7,0,0,0,0,0,0,0,41,,,,Ohio,33,5,4,6,0,311.688,No
3,4,0,54,0,0,0,0,0,0,4,0,0,0,60,,3,,Argentina,97,3,5,5,0,211.406,No
12,3,0,2,94,0,43,0,0,0,6,1,0,158,0,,,,,51,1,7,14,0,705.081,No
6,0,0,10,5,0,0,0,0,0,0,1,1,0,0,,,2,California,15,0,4,6,0,67.574,Yes
3,3,0,61,9,0,0,0,0,598,0,0,0,89,0,4,,,North Carolina,54,1,8,3,1,149.227,No
7,1,0,0,5,0,3,0,0,0,0,0,0,0,0,,,,Brazil,56,2,5,7,0,265.85,No
1,0,0,11,3,0,6,0,0,27,0,0,0,2,0,,,,,103,3,5,1,1,35.035,Yes
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Australia,0,4,5,1,0,64.935,No
17,0,1,30,41,1,26,0,0,0,0,1,0,2,0,,,,Germany,26,1,5,21,0,1090.414,No
19,2,0,7,108,0,0,0,7,0,7,0,0,0,0,2,,10,Alabama,0,4,5,20,0,1298.7,No
13,1,0,4,0,0,0,0,0,0,0,0,1,2,0,1,1,,Bahamas,40,1,12,14,0,696.033,No
10,0,0,151,4,0,0,0,8,0,0,0,0,0,0,,,,California,6,1,9,10,0,514.059,No
34,0,0,11,171,0,0,0,0,0,2,0,0,0,0,,2,,Arizona,15,0,13,37,0,2081.989,No
2,3,0,3,41,0,0,1,0,0,4,2,0,0,5,2,1,,,155,5,5,2,0,273.247,No
6,0,0,2,13,3,13,1,0,38,1,1,0,0,1,1,,,Belgium,40,1,7,6,0,375.31,No
20,0,0,39,0,0,2,0,0,0,4,1,0,0,0,2,2,,Canada,153,5,12,20,0,953.641,Yes
6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,,1,,Georgia,28,1,4,6,0,221.936,Yes
1,0,0,3,0,0,0,0,0,21,0,0,0,0,0,,1,,Illinois,0,4,5,1,0,64.935,No
1,0,0,6,0,0,0,1,0,2,5,0,0,0,0,1,1,,Florida,7,2,3,1,0,38.961,Yes
3,0,0,2,0,0,9,0,0,0,0,0,0,0,0,,,,France,5,5,5,3,0,194.805,No
14,0,0,15,0,0,334,0,0,0,0,0,0,0,0,1,,,California,31,5,7,14,0,904.007,No
1,7,0,41,1,0,0,1,1,4,4,0,0,0,0,2,1,4,Montana,128,4,8,1,0,369.967,No
5,0,0,6,0,0,0,1,0,66,5,0,0,11,0,2,1,,New Zealand,7,2,6,5,0,288.002,No
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,Texas,0,1,2,1,0,51.948,Yes
2,2,0,7,1,0,2,0,0,3,0,0,0,0,0,1,1,,Netherlands,22,3,3,3,0,116.883,Yes
1,0,0,4,9,0,0,0,0,11,0,0,0,11,6,,,,Switzerland,6,3,4,1,0,51.948,Yes
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Israel,0,5,5,3,0,194.805,No
2,0,0,10,0,0,0,1,0,0,0,0,0,0,0,,2,,California,100,5,5,2,0,103.87,Yes
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,2,California,9,3,4,3,0,155.844,Yes
1,0,0,11,1,0,7,0,0,25,0,0,0,0,5,,,3,Belgium,0,5,5,1,0,64.935,No
8,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,,Arizona,18,0,4,8,0,94.458,Yes
2,0,0,55,19,0,0,1,0,0,0,0,0,0,36,2,2,,Poland,16,0,1,2,0,25.974,Yes
7,4,0,20,0,0,9,0,0,0,0,0,0,0,0,1,2,9,Canada,135,5,0,7,0,0,No
19,0,0,12,4,0,0,0,0,0,0,0,0,0,8,,,2,Australia,1,0,10,5,15,391.196,No
8,0,0,88,0,0,7,1,0,0,0,0,0,0,112,1,1,,Germany,94,5,2,8,0,207.792,No
1,2,0,32,3,0,0,0,0,0,0,0,0,0,25,,2,,Canada,16,0,3,4,0,85.059,Yes
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,Indonesia,1,2,3,1,0,38.961,Yes
3,1,0,19,4,1,0,1,1,1,3,1,0,0,0,2,2,,Philippines,24,1,1,3,0,38.961,Yes
7,0,0,32,137,1,236,0,0,0,0,1,1,0,0,1,,,Washington,15,0,11,7,0,297.921,No
1,0,0,42,0,0,0,0,0,0,0,0,0,0,0,,,1,Ohio,5,0,6,1,0,64.831,No
1,0,0,9,14,0,0,0,0,16,5,0,0,31,0,,,17,California,42,5,3,1,0,38.961,No
4,1,0,104,0,0,0,0,0,0,0,0,0,16,32,,,1,Nevada,7,5,5,4,0,259.74,No
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,India,0,0,1,1,0,25.974,Yes
5,1,0,42,5,0,8,0,0,0,0,0,0,0,0,,,,Netherlands,1,4,6,5,0,272.376,No
4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,Maine,0,4,5,4,0,259.74,No
1,0,0,2,0,0,0,1,0,19,0,0,2,0,0,,1,,Connecticut,26,5,4,1,0,51.948,No
10,0,0,54,7,0,0,0,0,0,1,0,0,0,0,,,4,Germany,95,4,7,10,0,498.199,No
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Jamaica,0,5,5,1,0,64.935,No
8,4,0,3,0,0,0,1,0,0,6,0,0,0,0,3,2,,Brazil,158,5,5,7,2,332.384,No
1,0,0,54,0,0,0,0,0,0,0,0,0,0,0,1,1,,Michigan,0,0,1,1,0,12.987,Yes
3,0,0,70,30,0,137,0,0,0,0,0,0,0,0,,,1,United Kingdom,0,5,5,3,0,194.805,No
3,1,0,28,12,0,0,1,0,0,2,2,0,0,7,3,2,,Belgium,59,2,4,4,0,155.844,No
2,0,0,13,0,0,0,0,0,1,0,0,0,0,8,1,1,,Algeria,0,5,5,3,0,194.805,No
3,0,0,10,17,0,0,0,0,0,17,3,1,16,0,,,,Virginia,6,0,7,3,0,166.205,No
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,New York,0,0,1,2,0,25.974,Yes
4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,2,5,5,4,0,259.74,No
1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,Italy,0,5,5,1,0,64.935,No
1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,,,,Australia,31,1,1,1,0,12.987,Yes
20,8,0,88,153,1,2321,1,37,6,0,0,0,0,258,2,2,,Australia,147,5,8,21,0,1332.591,No
1,0,0,19,0,0,22,0,0,16,0,0,0,4,2,,,,California,114,5,1,1,0,12.987,No
13,0,0,29,0,1,24,0,1,0,3,1,0,0,40,1,,,United Kingdom,147,5,6,13,0,407.693,No
1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,,,,Australia,21,1,1,1,0,12.987,Yes
7,0,0,0,19,1,0,0,0,22,5,0,0,21,0,,,,France,95,5,1,7,0,90.909,No
1,0,0,28,12,0,0,0,0,0,0,0,0,0,0,,,,Isle of Man,31,3,5,1,0,48.971,Yes
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,United Kingdom,115,4,2,3,0,38.961,No
1,0,0,0,8,0,3,0,0,7,0,0,0,78,0,,,,Italy,0,2,3,1,0,38.961,Yes
1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,,,,Canada,0,5,5,1,0,64.935,No
5,3,0,2,7,0,0,0,0,0,0,0,0,0,0,1,1,,California,151,5,6,3,4,161.889,No
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Illinois,63,2,1,2,0,25.974,Yes
1,2,0,21,0,0,0,1,0,0,0,0,0,0,24,,,,Germany,21,1,2,3,0,35.659,Yes
5,0,0,232,24,1,0,1,0,1,0,0,0,0,18,,,,Spain,10,5,4,5,0,259.74,No
2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,,,2,Florida,7,1,3,2,0,41.093,Yes
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,New York,0,0,1,2,0,25.974,Yes
1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,,,,Germany,0,0,1,1,0,12.987,Yes
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,Virginia,0,1,2,1,0,25.974,Yes
1,0,0,9,0,0,2,0,0,0,0,0,0,0,11,,1,,Florida,14,5,4,1,0,51.948,No
2,0,0,1,0,0,0,0,0,0,4,0,0,0,1,1,1,,Illinois,0,0,2,2,1,28.548,Yes
1,0,0,15,33,1,6,0,0,10,0,1,0,0,0,,,,South Africa,32,5,6,1,0,63.531,No
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Norway,0,1,2,1,0,25.974,Yes
2,0,0,37,0,0,0,0,0,0,0,0,0,0,0,,1,,Netherlands,121,5,1,2,0,25.974,No
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona,0,2,3,1,0,38.961,Yes
1,0,0,2,0,0,0,0,0,1,0,0,0,7,6,,,,Virginia,0,5,5,1,0,64.935,No
25,6,0,34,183,0,0,0,0,0,0,0,3,5,0,,1,,,2,5,5,25,0,1623.375,No
1,0,0,5,21,0,30,1,0,13,0,0,0,67,13,,,8,Switzerland,146,5,1,1,0,12.987,No
2,1,0,1,0,0,0,0,0,0,4,0,0,0,0,,1,,Indiana,5,0,1,2,0,38.961,Yes
5,0,0,7,93,0,0,1,0,0,0,0,0,0,0,2,,,Arkansas,27,5,4,5,0,259.74,No
13,0,0,17,43,1,5,0,8,0,0,0,0,0,2,,,7,California,33,1,5,13,0,670.696,No
7,1,0,3,0,0,0,0,0,0,4,0,0,0,0,,1,,India,0,3,5,8,0,1013.441,No
1,0,0,7,0,0,0,0,0,0,0,0,0,2,24,,,,Poland,20,5,4,1,0,51.948,No
1,0,0,1,0,0,4,0,0,21,0,0,0,4,0,1,1,,California,19,5,4,1,0,51.948,No
3,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,2,,Missouri,5,3,4,3,0,155.844,No
1,0,0,6,0,0,0,1,0,0,0,0,0,0,4,,1,,Australia,62,2,4,1,0,38.948,No
1,0,0,4,0,0,0,0,0,2,0,1,0,0,12,1,1,,Brazil,0,0,1,1,0,12.987,Yes
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,Pennsylvania,0,0,1,1,0,12.987,Yes
7,0,1,155,14,0,231,0,3,63,0,0,0,38,0,,,,California,90,5,9,8,0,462.241,No
4,0,0,9,1,0,0,0,0,0,4,2,0,0,6,,,,District of Columbia,8,0,6,4,0,202.839,No
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona,6,0,1,1,0,12.987,Yes
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,Georgia,0,0,1,1,0,12.987,Yes
1,0,1,7,0,0,0,0,0,0,2,0,0,0,0,,1,,Washington,37,1,1,2,0,25.974,Yes
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Canada,0,5,5,1,0,64.935,No
9,3,0,29,71,1,0,0,0,0,0,8,0,0,16,,,,Australia,109,4,10,9,0,530.036,No
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,,California,90,5,7,2,0,144.508,No
1,1,0,117,3,1,1,0,0,0,0,0,0,0,0,,,10,California,9,5,4,1,0,51.948,No
1,0,0,107,0,0,0,0,0,0,0,0,0,65,0,,,,Colorado,19,5,4,1,0,51.948,No
1,0,0,7,5,0,0,1,0,0,0,0,0,0,0,4,2,,Canada,24,5,4,1,1,62.296,No
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,1,,New York,0,0,1,1,0,12.987,Yes
1,0,0,11,16,0,45,0,0,47,0,0,0,8,2,,1,,Sweden,34,5,3,1,0,38.961,No
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,Massachusetts,0,0,4,7,0,129.506,Yes
1,0,1,25,7,1,0,0,0,0,0,0,0,0,0,,,,Missouri,15,1,1,2,0,25.974,Yes
4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,Germany,147,5,1,4,0,25.974,No
6,4,0,379,24,0,0,0,0,0,0,0,0,0,0,1,1,,India,108,5,2,6,0,207.792,No
1,0,0,14,1,0,0,0,0,6,0,0,0,20,10,2,2,6,Colorado,9,3,3,1,0,38.961,Yes
2,0,1,13,10,0,0,0,0,0,0,0,0,0,0,1,1,,Ukraine,72,4,2,3,0,77.922,No
1,0,0,13,19,0,0,0,0,0,0,0,0,0,0,,,,Poland,38,5,4,1,0,32.448,Yes
12,0,0,11,2,0,144,0,10,0,25,5,0,0,0,,,5,Italy,0,0,6,12,0,602.329,No
28,6,0,108,3,1,0,1,0,0,0,0,0,0,187,1,2,3,Brazil,34,1,5,1,27,239.915,No
1,0,0,107,0,0,15,0,0,22,0,0,0,17,0,,,,Ohio,8,5,4,1,0,51.948,No
9,0,0,21,151,0,28,0,0,0,0,0,0,23,24,,,,British Virgin Islands,51,5,5,9,0,464.126,No
18,1,0,5,15,2,41,0,2,0,88,2,0,0,0,,,11,Italy,0,0,10,18,0,865.748,No
8,0,0,6,3,0,0,0,0,0,3,0,0,0,0,1,1,,Germany,154,5,3,8,0,272.727,No
15,1,1,13,1,0,0,0,0,0,4,0,1,106,0,2,,2,Michigan,10,1,8,17,0,647.127,Yes
1,0,0,11,0,0,0,0,0,27,0,0,0,0,0,,3,,New Zealand,0,5,2,1,0,25.974,No
2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,,Caribbean Netherlands,5,1,2,4,0,49.881,Yes
3,0,0,339,1,0,0,0,0,1,0,0,0,0,0,,,,Georgia,1,5,4,3,0,155.844,No
17,0,0,27,13,0,0,0,0,0,9,1,0,0,2,1,1,,California,1,0,11,17,0,828.594,No
3,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,1,,Australia,0,0,5,3,0,153.79,No
17,2,0,26,1,0,0,0,0,0,0,1,0,0,0,2,1,2,Cyprus,41,4,3,17,0,662.337,No
1,0,0,18,24,0,0,0,0,14,7,0,0,0,2,,,,France,0,5,4,1,0,51.948,No
2,0,0,11,66,0,11,0,0,0,0,0,0,0,0,,1,,,121,5,7,6,0,214.461,No
4,0,0,1,23,1,0,0,0,0,0,0,0,0,0,1,2,,Florida,0,0,5,4,3,238.81,No
4,0,0,116,9,0,59,1,0,0,0,0,0,0,81,,2,,Arkansas,122,5,5,4,0,117.91,No
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,California,0,0,1,2,0,25.974,Yes
1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,,,North Carolina,10,1,1,1,0,12.987,Yes
4,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,1,,Michigan,5,2,2,6,0,155.844,Yes
56,0,0,0,26,33,2,0,0,0,0,0,0,0,193,1,1,,Pakistan,77,3,6,57,0,2906.8,No
6,0,0,29,32,0,1,0,0,4,0,0,0,0,3,,,,Switzerland,17,5,4,6,0,311.688,No
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Czechia,0,0,1,2,0,25.974,Yes
14,6,0,305,4,2,0,0,1,1080,0,0,0,1,216,1,1,,Belgium,6,5,4,14,0,727.272,No
1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,United Kingdom,3,4,4,3,0,155.844,No
1,0,0,2,0,0,0,1,0,4,0,0,0,0,0,,1,,Massachusetts,130,5,4,1,0,44.148,Yes
1,0,0,13,0,2,0,1,0,4,0,0,0,0,0,,3,,Nevada,16,2,2,1,0,25.974,Yes
1,0,0,2,0,0,0,0,0,6,0,0,0,0,0,1,2,,South Africa,0,3,4,1,0,51.948,No
4,0,0,147,0,0,0,1,4,0,12,0,0,0,0,1,2,,Maine,5,5,4,4,0,207.792,No
2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,,,New Jersey,0,0,1,2,0,25.974,Yes
4,0,1,2,18,0,0,0,0,0,0,0,0,9,0,,,,New York,20,2,2,5,0,129.87,Yes
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,Georgia,0,2,3,2,0,77.922,Yes
1,0,0,2,0,0,0,0,0,0,0,0,0,0,7,,,,Alaska,1,3,4,1,0,51.948,No
1,0,0,17,0,0,0,0,0,31,0,0,0,0,0,,,,Florida,1,0,5,1,0,51.948,No
4,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,1,,Saudi Arabia,0,0,3,2,3,67.47,Yes
1,0,0,1,14,0,7,0,0,10,0,0,0,0,0,,,,France,15,4,4,1,0,51.948,No
1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,1,,Israel,0,4,4,1,0,51.948,No
10,0,0,53,41,0,4,1,0,5,12,0,0,6,56,1,1,,Czechia,3,4,4,10,0,467.532,No
5,2,1,32,15,0,6,0,0,0,4,0,0,0,39,,2,,Florida,0,0,7,6,0,308.984,No
2,0,0,149,0,0,21,1,0,0,0,0,0,0,151,,,,France,47,4,3,2,0,77.922,No
1,0,0,38,0,0,2,0,0,2,0,0,1,0,0,,,,Canada,0,4,4,1,0,51.948,No
1,0,3,9,2,0,0,0,0,8,0,0,0,0,0,1,1,,New York,0,3,4,4,0,207.792,No
4,0,0,42,5,0,0,0,0,3,0,0,0,0,7,,,,Brazil,0,2,3,4,0,109.044,Yes
1,0,0,44,3,0,5,0,0,5,0,0,0,0,22,,,,North Carolina,51,4,3,1,0,38.961,No
14,0,0,21,88,0,144,1,2,0,0,0,0,172,8,3,3,,Brazil,35,4,3,14,0,506.493,No
20,1,0,44,67,0,4,0,0,148,0,1,0,0,24,,,9,California,112,3,7,23,0,334.685,No
1,0,0,6,0,0,0,0,0,11,0,0,0,0,2,1,1,,New York,1,4,4,1,0,51.948,No
1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,,,,Mexico,1,4,4,1,0,51.948,No
2,0,0,11,1,0,0,0,0,4,0,1,0,1,0,3,1,2,Singapore,52,1,1,3,0,38.961,Yes
16,0,0,237,0,0,1120,0,0,0,0,0,0,0,644,,,,Denmark,103,4,12,16,0,717.782,No
1,0,0,9,25,0,102,0,0,0,0,1,0,0,6,,1,,India,7,1,2,1,0,12.974,Yes
1,0,0,34,30,0,0,0,0,0,0,0,0,0,0,,,,Malta,123,4,4,1,0,25.948,No
5,0,0,8,16,0,0,0,0,0,4,0,0,0,0,1,3,,Australia,6,1,5,5,0,242.619,No
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,Utah,0,0,6,3,0,125.671,No
2,0,0,4,1,0,91,0,7,0,6,1,0,0,0,,,6,Italy,2,0,5,2,0,103.896,No
3,0,0,9,14,0,0,1,0,0,0,0,0,0,0,1,1,,New Jersey,27,4,3,3,0,116.883,No
1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,,,,India,27,0,1,1,0,12.987,Yes
1,0,0,1,0,0,5,0,0,13,0,0,0,54,0,,,,Georgia,0,4,4,1,0,51.948,No
1,0,0,2,19,0,0,0,0,0,0,0,0,0,0,,,,Canada,31,4,5,1,0,51.077,No
2,0,0,9,8,0,0,0,0,1,0,0,0,5,0,1,1,,Switzerland,1,4,4,2,0,103.896,No
2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,,,Washington,0,0,1,2,0,25.974,Yes
0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,,,,Kentucky,5,0,3,2,0,24.986,Yes
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,Kazakhstan,0,0,1,1,0,12.987,Yes
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ireland,6,4,4,2,0,103.896,No
4,0,0,15,0,0,0,0,0,0,3,0,0,0,0,,,,Saudi Arabia,0,0,5,5,0,259.688,No
9,0,0,54,2,0,0,0,0,0,0,0,0,0,73,,,6,Finland,0,4,4,9,0,259.74,No
5,0,0,100,24,0,0,0,0,0,0,0,0,0,12,,,,South Africa,36,4,5,5,0,258.128,No
7,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,,,Texas,48,4,5,9,0,455.325,No
1,0,0,5,23,0,0,0,0,71,0,0,0,42,7,,,,Florida,0,4,4,1,0,51.948,No
8,0,1,24,4,0,0,1,7,0,0,0,0,0,20,,2,7,Colorado,31,4,6,9,0,201.526,No
1,0,0,2,2,0,0,0,0,6,0,0,0,0,0,,3,,South Africa,0,4,4,1,0,51.948,No
1,0,0,18,5,0,0,1,0,2,0,0,0,4,47,,,,Jamaica,43,4,3,1,0,38.961,No
3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,,,,District of Columbia,0,4,4,3,0,155.844,No
2,0,0,3,0,0,0,0,0,0,2,0,2,0,2,1,1,,Florida,67,3,2,2,0,51.948,No
1,0,0,12,13,0,0,1,0,1,0,0,0,0,0,,1,,Serbia,6,1,2,1,0,25.974,Yes
2,0,0,11,5,1,21,0,0,0,0,0,0,0,13,,,,Germany,8,4,4,2,0,103.896,No
15,1,0,12,4,0,0,1,0,0,3,0,0,0,0,1,3,,Serbia,76,4,2,16,0,415.584,No
2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,,1,,Bulgaria,6,0,1,2,0,25.974,Yes
1,0,1,4,28,0,0,0,0,2,0,0,0,0,0,,1,,Pennsylvania,22,0,2,2,0,16.666,Yes
4,0,0,29,1,0,0,0,0,0,0,0,0,0,24,,2,,United Kingdom,2,0,4,4,0,109.2,Yes
7,2,0,0,3,3,1,1,0,0,3,2,0,0,5,,,,United Kingdom,132,4,5,7,0,460.382,No
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Canada,1,0,1,2,0,25.974,Yes
1,0,0,2,0,0,3,0,0,12,0,0,0,0,0,,,,California,42,4,3,1,0,38.961,No
4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,Switzerland,36,4,5,4,0,205.166,No
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,Texas,33,4,3,2,0,77.922,No
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,California,4,0,1,4,0,51.948,Yes
2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,1,,California,0,0,5,2,0,103.61,No
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,Michigan,24,0,1,9,0,116.883,Yes
2,0,0,2,0,0,0,1,0,3,0,0,1,6,5,,,,Jersey,8,0,3,2,0,51.948,Yes
